day,month,year,dayname,season,stadium,city,state,attendance,capacity,game_id,summary
21,February,2016,Sunday,2015,Amway Center,Orlando,Florida,17200,18800,1833,"The Indiana Pacers ( 30 - 25 ) defeated the Orlando Magic ( 24 - 30 ) 105 - 102 on Sunday . A tightly - contested affair neverthless featured a fair share of mistakes from both teams , and the victorius Pacers were actually more of a guilty party . Indiana committed 21 turnovers , 12 of which came from the starting five . However , four players from the first unit also managed double - digit scoring , as did two reserves , providing the visitors with a balanced attack . The Pacers also managed a 50 percent success rate from the field overall , and played solid defense on Victor Oladipo 's three - point attempt in the closing seconds to prevent the go - ahead basket . Rookie Myles Turner subsequently hauled in the key defensive rebound , and made two free throws to help seal the tough road triumph . Monta Ellis led the way for Indiana with 21 points , which he supplemented with four rebounds , three assists , two steals and a block . Paul George was right behind him with 20 points of his own , complemented with six assists and four rebounds . Ian Mahinmi was strong down low for the second consecutive game , managing 14 points , nine rebounds , two assists , two steals and a block . Turner pitched in with 12 points , eight rebounds , an assist , a steal and three blocks . C.J . Miles paced the reserves with 14 points , while Jordan Hill supplied 13 points , 10 rebounds and a pair of assists off the bench as well . Indiana remains in second place in the Eastern Conference 's Central Division , and is currently the fifth seed in the conference . They head to South Florida to take on the Miami Heat on Monday night . The Magic 's attack was spearheaded by Evan Fournier 's 23 points , to which he also added two assists , a rebound and a steal . Nikola Vucevic contributed a 19 - point , 13 - rebound double - double , while Oladipo registered 17 points , eight assists , seven rebounds , three steals and a pair of blocks . Aaron Gordon stepped up a second straight formidable effort on the glass , totaling 10 points , 11 boards , four assists and a steal . Newly acquired Brandon Jennings put together a second consecutive strong performance in pacing the reserves , contributing 12 points , seven assists , four rebounds and a pair of steals . Orlando remains in last place in the Eastern Conference 's Southeast Division , and is currently four games behind the eighth - seeded Chicago Bulls . They head to Philadelphia to face off against the Sixers on Tuesday night ."
11,April,2016,Monday,2015,Talking Stick Resort Arena,Phoenix,Arizona,17300,18100,2254,"The Sacramento Kings ( 33 - 48 ) defeated the Phoenix Suns ( 22 - 59 ) 105 - 101 at Talking Stick Arena on Monday . With the season winding down and only a handful of games across the league left to play , the Kings came away with a road win without DeMarcus Cousins and Rajon Rondo . Cousins was shut down for the season and Rondo was written down for rest , although it is unlikely he plays the final game on the schedule . Sacramento had little trouble getting out to a lead before halftime , but poor foul shooting down the stretch and a lowly 18 point fourth quarter gave Phoenix some daylight to catch up . The Suns were also shorthanded , as Tyson Chandler ( concussion ) was sidelined alongside Brandon Knight and Archie Goodwin ( ankle ) . Seth Curry had a career night and flashed some of his older brothers range and passing ability which had the commentators regularly saying `` we have seen the before ! `` . Curry finished with 20 points , which led all Kings scorers , and added 15 assists and three rebounds . Ben Mclemore joined Curry in the backcourt and contributed 14 points and seven rebounds , while Rudy Gay pitched in some highlight reel dunks on his way to 15 points , six rebounds and two steals . Quincy Acy was able to knock down the two needed free throws to prevent a last second chance for the Suns in the waning seconds of the fourth quarter and finished with nine points off the bench . The Phoenix starters mostly finished in double figures and that included three players who eclipsed 10 rebounds , but it was Mirza Teletovic who shined in 34 minutes off the bench . Teletovic added 26 points on 10 - of - 20 shooting , to go along with three rebounds , one assist and two steals . The undrafted 30 - year old forward has strung together an impressive five game stretch , where he has averaged 22 points on 47 percent shooting and proved to be a bright spot on the Suns underwhelming roster . Alex Len , Jon Leuer and P.J . Tucker finished with double - doubles in the points and rebounds department , and as a unit , Phoenix dominated the rebounding battle 51 - 40 , but their 41 percent shooting kept them out of the game . Both teams play their final games of the season on Wednesday , as the Kings will visit the Houston Rockets ( 40 - 41 ) in a win or go home game for James Harden 's crew , while the Suns host the playoff bound Los Angeles Clippers ( 52 - 28 ) ."
21,November,2016,Monday,2016,Staples Center,Los Angeles,California,19100,19000,2674,"It was an offensive showcase as the Clippers and the Raptors faced off at Staples Center on Monday night . Both teams shot at least 50 percent from the field and 40 percent from three - point range . The offensive output came from the usual suspects , as Los Angeles was led by Blake Griffin and Chris Paul with 26 points each . In addition to the scoring , Paul dished 12 assists and Griffin had six rebounds and seven assists . J.J Redick had another 20 points for the Clippers , including 9 - of - 9 from the free - throw line . DeAndre Jordan also hit nine free - throws , doing so on 14 attempts . The big man scored 17 and pulled down 15 rebounds . For Toronto , league - leading scorer DeMar DeRozan scored 25 points , while All-Star point guard Kyle Lowry scored 27 . The two guards each dished out seven assists and combined for just four turnovers .The host Los Angeles Clippers defeated the visiting Toronto Raptors on Monday , 123 - 115 . Los Angeles ( 13 - 2 ) remains the first - ranked team in the NBA following Monday 's win . The team has seen just two losses in fifteen games , coming by margins of just two and four points each . The Clippers have dominated both ends of the floor en route to a league - best record , and Monday was no exception . It was a big night for the Clippers ' starting five , as three players scored 20 or more points and each starter scored at least 10 . The dynamic All-Star duo of Chris Paul and Blake Griffin scored 26 points each . DeAndre Jordan , meanwhile , scored 17 and hit 9 - of - 14 from the free - throw line . In the third quarter , the Raptors began to employ the common strategy of `` hacking `` the big man in hopes of missed free - throws . Instead , Jordan hit 5 - of - 6 in a three - possession stretch , putting the Clippers up by as much as 17 . Despite a valiant comeback attempt , Los Angeles was able to maintain the sizeable lead . Toronto ( 8 - 6 ) has now lost four of its last five outings and is falling in the Eastern Conference standings . Boston is now tied with Toronto for the lead in the Atlantic Division . The Raptors experienced heartbreak following a controversial overturned buzzer - beater in Sunday 's outing against Sacramento . The finish was less dramatic on Monday , as the Raptors were simply unable to overcome the lead established by the Clippers . The NBA 's leading scorer , DeMar DeRozan , scored an impressive 25 points , while teammate Kyle Lowry had 26 . The All-Star duo was unable to get the job done at Staples Center , however . The Clippers will visit Dallas on Wednesday , while Toronto will visit Houston ."
10,February,2016,Wednesday,2015,Wells Fargo Center,Philadelphia,Pennsylvania,12500,20500,1256,"The Sacramento Kings ( 22 - 31 ) earned a road win Wednesday at Wells Fargo Center over the Philadelphia 76ers ( 8 - 45 ) , 114 - 110 . The 76ers led for the vast majority of the game and stretched their lead to as much as 16 early in the third quarter . But the Kings managed to hang around enough to let their starters make a run late in the fourth quarter . Trailing by six with 3:44 to go , Rajon Rondo made a layup that sparked an 11 - 2 run to give the Kings a lead they would n't relinquish . DeMarcus Cousins led the Kings with 28 points ( 8 - 18 FG , 12 - 17 FT ) and 12 rebounds for his third double - double in the past five games . Darren Collison had a huge game off the bench , as he poured in 25 points ( 9 - 12 FG , 2 - 2 3PT , 5 - 6 FT ) and turned the ball over just once in 32 minutes . Rudy Gay scored 22 and Rajon Rondo added 14 points with a game - high 15 assists as the Kings managed to win despite shooting just 4 - 16 ( 25 percent ) from three . Robert Covington drained seven of his 11 three - point attempts en route to a game - high 29 points , just part of a three - point barrage from the 76ers , who shot 15 - 34 ( 44 percent ) from deep . Jahlil Okafor scored 26 points working inside ( 11 - 18 FG , 4 - 5 FT ) and added 10 rebounds , five assists and two blocks , and Nik Stauskas scored 16 behind a 4 - 5 effort from three . But the 76ers turned it over 19 times and allowed 26 points off those turnovers , dooming them despite their hot shooting . The Kings return home next Friday for a matchup with the Nuggets . The 76ers will take to the road to face the Pelicans next Friday ."
9,December,2016,Friday,2016,Spectrum Center,Charlotte,North Carolina,15700,19100,2843,"The Charlotte Hornets defeated the Orlando Magic , 109 - 88 , at Spectrum Center on Friday . While the Magic ( 10 - 14 ) has generally played tough defense this season , their efforts on that side of the ball have often been undermined by a lack of offensive proficiency . The most recent example was Friday , when Orlando was only able to post 37 percent and 27 percent success rates from the field and three - point range , respectively . Meanwhile , the backcourt duo of Kemba Walker and Nicolas Batum combined for 31 points on 13 - of - 24 shooting to spearhead a 48 percent tally for the Hornets ( 14 - 9 ) , who pulled away with a 39 - point third quarter . Orlando was led by a modest 14 points from Evan Fournier , who added two rebounds . Serge Ibaka followed with 12 points , seven boards , three assists and a block . Aaron Gordon and Bismack Biyombo supplied a pair of nine - point efforts , while D.J . Augustin managed just eight points , two rebounds , an assist and two steals in 19 minutes despite drawing the start . Matching 16 - point totals from Nicolas Batum and Michael Kidd-Gilchrist paced the Hornets , with the former adding nine boards and seven assists , and the latter hauling in seven boards and dishing out an assist . Walker was close behind with 15 points , five assists and a steal . Cody Zeller registered nine points , seven rebounds , an assist and a steal , while the bench was led by a pair of 12 - point efforts from Jeremy Lamb and Ramon Sessions . The Magic head back home to face the Denver Nuggets on Saturday night , while the Hornets head to Cleveland for a Saturday night showdown against the Cavaliers .The Hornets clamped down on Orlando , which was only able to post 37 percent and 27 percent success rates from the field and three - point range , respectively . The backcourt duo of Kemba Walker ( 15 points ) and Nicolas Batum ( 16 points ) combined for 31 points on 13 - of - 24 shooting to spearhead a 48 percent tally for the Hornets , who pulled away with a 39 - point third quarter . Michael Kidd-Gilchrist supplied 16 points as well , while Cody Zeller registered nine points . The bench was led by a pair of 12 - point efforts from Jeremy Lamb and Ramon Sessions . Orlando was led by a modest 14 points from Evan Fournier , while Serge Ibaka followed with 12 points . Aaron Gordon and Bismack Biyombo supplied a pair of nine - point efforts , and D.J . Augustin managed just eight points in 19 minutes despite drawing another start Friday ."
30,December,2016,Friday,2016,Philips Arena,Atlanta,Georgia,19000,18100,2763,"All five starters scored in double digits for the Pistons , but the contribution from the bench was very minimal as only three players entered the game off the bench , and combined for 15 points . Jon Leuer was the high - point man for Detroit , as he finished with 22 points on 9 - of - 16 shooting , along with six rebounds , two steals and one assist , in 37 minutes . Reggie Jackson went 7 - of - 17 from the field , as he came up with 20 points , along with eight assists , four rebounds and one steal , in 32 minutes . Five players scored in double digits for the Hawks , including Kyle Korver , who poured in 22 points on 7 - of - 13 shooting , in 29 minutes off the bench . Paul Millsap led the way for the Hawks , with 26 points , along with six rebounds , five assists and two steals , in 37 minutes .The Atlanta Hawks held off the Pistons to earn the 105 - 98 home win , at Phillips Arena on Friday . After trailing by 10 at halftime , the Pistons ( 15 - 20 ) battled back to make it a four - point game with four minutes to go , however the Hawks ( 17 - 16 ) executed down the stretch to hold on for their second straight win . The Hawks dominated the paint , where they outscored the Pistons 46 - 32 . Atlanta 's big men led the way , as Paul Millsap was the high - point man , with 26 , while Dwight Howard tallied 10 points and 15 rebounds . Kyle Korver came up big with 22 points on 7 - of - 13 shooting , in 29 minutes off the bench , while Dennis Schroder helped ice the game with some clutch free throw shooting , and 17 points and seven assists in the contest . The Hawks improve to 9 - 7 at home and will look to keep the momentum going as they play host to the Spurs on Sunday . Despite all five starters scoring in double figures , the Pistons still came up short , in part due to a very limited contribution from the bench , as only three players came off the bench to combine for 15 points . Jon Leuer led the way in scoring for Detroit , as he totaled 22 points on 9 - of - 16 shooting , along with six rebounds . Andre Drummond chipped in 15 points and 15 rebounds , while Reggie Jackson struggled from the field , but still finished with 20 points and eight assists . This marks the second straight loss for the Pistons , as they fall to 6 - 12 on the road this season . They will look to get back on track as they go on to play in Miami on Sunday ."
10,April,2016,Sunday,2015,Toyota Center,Houston,Texas,18400,18100,2172,"The Houston Rockets ( 39 - 41 ) steamrolled the Los Angeles Lakers ( 16 - 64 ) Sunday afternoon at Toyota Center , 130 - 110 . Houston knocked down 17 of their 41 three - point attempts ( 42 percent ) and recorded an absurdly efficient 60 effective field goal percentage as the Lakers defense put up no resistance . Four different Rockets hit at least three shots from downtown as Los Angeles could n't run them off the three - point line . James Harden scored 40 points ( 14 - 31 FG , 6 - 14 3PT , 6 - 8 FT ) dished 13 assists and added four rebounds and four steals in an all - around dominant performance . Trevor Ariza ( 8 - 14 FG , 3 - 7 3PT ) and Patrick Beverley ( 7 - 11 FG , 3 - 6 3PT ) added 19 points apiece , and Jason Terry came off the bench to hit three shots from deep and add 11 points in just 20 minutes . The Rockets did whatever they wanted offensively , as they assisted on 30 of their 50 made field goals and committed just 13 turnovers . Kobe Bryant showed flashes of his old self as he scored 35 points ( 10 - 22 FG , 4 - 11 3PT , 11 - 11 FT ) , his second - highest output of the season . Bryant has just two games left in his final season . Jordan Clarkson added 21 points ( 9 - 17 FG , 3 - 8 3PT ) , but the next high scorer for Los Angeles was Julius Randle with just 11 . The Lakers shot well , at 49 percent from the floor and 12 - 28 ( 43 percent ) from three - point land , but they committed 18 turnovers and allowed Houston to grab 16 offensive rebounds as the Rockets dominated every other facet of the game . The Rockets travel to Minnesota for their next game on Monday . The Lakers head to Oklahoma City for a Monday matchup against the Thunder ."
2,December,2016,Friday,2016,Wells Fargo Center,Philadelphia,Pennsylvania,13700,20500,2473,"The Orlando Magic defeated the Philadelphia 76ers , 105 - 88 , at Wells Fargo Center on Friday . The Magic 's Aaron Gordon has been having a rough go of it this season , even suffering a demotion from the starting lineup at one point . However , Friday may ultimately prove to be a turning point , as the third - year forward collected a season - high 20 points to key Orlando 's ( 8 - 12 ) fourth road victory . Gordon complemented the offense with a pair of rebounds and a block , and the Magic enjoyed one of their better shooting nights of the campaign on the way to their best scoring haul yet , tallying success rates of 47 percent from the field and 50 percent from three - point range . Evan Fournier and Serge Ibaka followed with a pair of 16 - point efforts for the Magic , with the former adding four boards , three assists and two steals , and the latter posting four rebounds , an assist , a steal and a block . D.J . Augustin got another start at point guard and supplied nine points , four assists and three rebounds over 22 minutes , while Bismack Biyombo registered four points but brought down 13 rebounds . Jeff Green and Nicola Vucevic were excellent off the bench , with 16 and 12 points , respectively . Vucevic also tallied 11 rebounds , dished out five assists and had both a steal and a block . The Sixers ( 4 - 15 ) were once again led by Joel Embiid , who celebrated the raising of his minutes limit by putting together a 25 - point , 10 - rebound double - double that also included four assists . No other member of the starting five hit double digits in the scoring column , but Gerald Henderson ( nine points , three rebounds ) and Robert Covington ( nine points , six rebounds , an assist and two steals ) were productive . Sergio Rodriguez and Ersan Ilyasova combined for another 15 points , Jahlil Okafor paced the second unit with a 16 - point , 13 - rebound double - double that also featured a pair of blocks . The Magic continue on their road trip with a trip to Detroit for a Sunday evening date with the Pistons , while the Sixers are home again on Saturday evening to face off with the Boston Celtics .Aaron Gordon 's season - high 20 points Gordon keyed a season - high point total for the Magic . They also managed success rates of 47 percent from the field and 50 percent from three - point range . Evan Fournier and Serge Ibaka had a pair of 16 - point efforts , and D.J . Augustin supplied nine points , four assists and three rebounds in another start at point guard . Bismack Biyombo and Nicola Vucevic continue to make for an effective 1 - 2 punch , combining for 24 rebounds . Jeff Green led the reserves with a 16 - point effort . Joel Embiid celebrated the raising of his minutes limit with a 25 - point , 10 - rebound double - double for the Sixers . However , the remaining members of the first unit - - Gerald Henderson , Robert Covington , Sergio Rodriguez and Ersan Ilyasova - - combined for just 33 points overall , Jahlil Okafor 's 16 - point , 13 - rebound double - double led the second unit ."
2,January,2016,Saturday,2015,Sleep Train Arena,Sacramento,California,17300,17300,1699,"The Sacramento Kings ( 13 - 20 ) defeated the Phoenix Suns ( 12 - 24 ) 142 - 119 on Saturday . Two of the worst teams in the Western Conference combined to nearly short circuit the scoreboard in Sacramento 's Sleep Train Arena . The Kings posted the highest scoring total by a team in a non - overtime contest this season , while the 261 total points scored were also a high - water mark for a game that ended in regulation . Sacramento ambushed the Suns from the opening tipoff , outscoring them 31 - 18 in the first period . However , Phoenix admirably battled back through the second quarter and early part of the third , to the extent that they were able to hold a four - point lead approximately six minutes after intermission . The Kings then blasted Phoenix 36 - 16 over the next seven minutes of play to carry a 16 - point advantage heading into the final quarter , a lead that had grown to 23 by game 's end . The home team naturally had a stellar night offensively , shooting an incredible 61 percent from the field . They also demolished the short - handed Suns down low , outscoring them in the paint by a margin of 60 - 32 . Phoenix , which amassed an outstanding point total in their own right , was led by Brandon Knight 's 23 points , five rebounds , five assists and a steal . Rookie Devin Booker pitched in with a new career - high figure of 21 points , and added three assists , a rebound and four steals . In what is apparently a lost season for the Suns replete with injury concerns and disciplinary problems , Booker 's development over the rest of the campaign figures to give Phoenix fans reasons for optimism . Another potential future centerpiece , T.J. Warren , followed up an outstanding 29 - point effort on New Year 's Eve versus the Thunder with a 19 - point , five - rebound , four - assist effort . Three Suns reserves managed double - digit scoring , led by Mirza Teletovic 's 13 points . Jon Leuer ( 11 points ) and Ronnie Price ( 10 points ) also made solid contributions from the bench , with the former apparently primed to return to his starting position at the four as early as Sunday after playing 17 minutes tonight . The Suns fell to 12 - 24 and currently reside in fourth place in the Western Conference 's Pacific Division . They head to Los Angeles to face off against the Lakers on Sunday . The Kings had a smorgasbord of double - digit scorers , led by DeMarcus Cousins ' 32 points on outstanding 11 of 15 shooting . The enigmatic big man also added nine rebounds , an assist and two steals . Darren Collison actually was the runner - up points - wise , managing 21 points , six assists and a pair of rebounds off the bench over a highly efficient 29 minutes . The forward tandem of Rudy Gay and Omri Casspi pitched in with 16 and 13 points , respectively , while Rajon Rondo put together a vintage performance that exemplifies what he can bring to the table when his game is hitting on all cylinders . The veteran point guard poured in 15 points , dished out 15 assists , and added six rebounds and a steal . Marco Belinelli was the other notable contributor in a reserve role , tallying 19 points , a pair of rebounds and a steal in just 21 minutes . Sacramento improved to 13 - 20 and remains entrenched in third place in the Western Conference 's Pacific Division . They head to Oklahoma City to take on the Thunder on Monday night ."
